estado,municipio,bairros,ano,periodo,levantamento,timestamp,mosquito,longitude,latitude,zona,variable,value
AMAZONAS,MANAUS,SAO LAZARO,2016,agosto,2,1/8/2016,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2017,outubro,2,1/10/2017,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2017,fevereiro,1,1/2/2017,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2018,outubro,2,1/10/2018,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2018,janeiro,1,1/1/2018,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2019,fevereiro,1,1/2/2019,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2019,novembro,2,1/11/2019,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO LAZARO,2020,fevereiro,1,1/2/2020,Albopictus,-59.994405505060946,-3.1411167910420486,SUL,iib,0.0
AMAZONAS,MANAUS,SAO RAIMUNDO,2016,agosto,2,1/8/2016,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,0.74
AMAZONAS,MANAUS,SAO RAIMUNDO,2017,outubro,2,1/10/2017,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,1.38
AMAZONAS,MANAUS,SAO RAIMUNDO,2017,fevereiro,1,1/2/2017,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,0.0
AMAZONAS,MANAUS,SAO RAIMUNDO,2018,outubro,2,1/10/2018,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,1.09
AMAZONAS,MANAUS,SAO RAIMUNDO,2018,janeiro,1,1/1/2018,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,1.09
AMAZONAS,MANAUS,SAO RAIMUNDO,2019,fevereiro,1,1/2/2019,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,0.78
AMAZONAS,MANAUS,SAO RAIMUNDO,2019,novembro,2,1/11/2019,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,1.01
AMAZONAS,MANAUS,SAO RAIMUNDO,2020,fevereiro,1,1/2/2020,Albopictus,-60.04052625811203,-3.1234817744478165,OESTE,iib,0.48
AMAZONAS,MANAUS,TANCREDO NEVES,2016,agosto,2,1/8/2016,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,0.23
AMAZONAS,MANAUS,TANCREDO NEVES,2017,outubro,2,1/10/2017,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,3.47
AMAZONAS,MANAUS,TANCREDO NEVES,2017,fevereiro,1,1/2/2017,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,1.05
AMAZONAS,MANAUS,TANCREDO NEVES,2018,janeiro,1,1/1/2018,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,2.64
AMAZONAS,MANAUS,TANCREDO NEVES,2019,fevereiro,1,1/2/2019,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,1.28
AMAZONAS,MANAUS,TANCREDO NEVES,2019,novembro,2,1/11/2019,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,0.7
AMAZONAS,MANAUS,TANCREDO NEVES,2020,fevereiro,1,1/2/2020,Albopictus,-59.94030841463482,-3.0547748799070353,LESTE,iib,1.87
AMAZONAS,MANAUS,TARUMA,2016,agosto,2,1/8/2016,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,3.37
AMAZONAS,MANAUS,TARUMA,2017,outubro,2,1/10/2017,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,3.52
AMAZONAS,MANAUS,TARUMA,2017,fevereiro,1,1/2/2017,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,1.16
AMAZONAS,MANAUS,TARUMA,2018,outubro,2,1/10/2018,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,1.41
AMAZONAS,MANAUS,TARUMA,2018,janeiro,1,1/1/2018,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,1.41
AMAZONAS,MANAUS,TARUMA,2019,fevereiro,1,1/2/2019,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,2.15
AMAZONAS,MANAUS,TARUMA,2019,novembro,2,1/11/2019,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,1.08
AMAZONAS,MANAUS,TARUMA,2020,fevereiro,1,1/2/2020,Albopictus,-60.0532836407739,-3.021889278932912,OESTE,iib,3.98
AMAZONAS,MANAUS,TARUMA-ACU,2016,agosto,2,1/8/2016,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,4.91
AMAZONAS,MANAUS,TARUMA-ACU,2017,outubro,2,1/10/2017,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,5.13
AMAZONAS,MANAUS,TARUMA-ACU,2017,fevereiro,1,1/2/2017,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,2.33
AMAZONAS,MANAUS,TARUMA-ACU,2018,outubro,2,1/10/2018,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,0.0
AMAZONAS,MANAUS,TARUMA-ACU,2018,janeiro,1,1/1/2018,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,0.0
AMAZONAS,MANAUS,TARUMA-ACU,2019,fevereiro,1,1/2/2019,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,0.22
AMAZONAS,MANAUS,TARUMA-ACU,2019,novembro,2,1/11/2019,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,1.85
AMAZONAS,MANAUS,TARUMA-ACU,2020,fevereiro,1,1/2/2020,Albopictus,-60.06409135904153,-2.9708841727180157,OESTE,iib,2.46
AMAZONAS,MANAUS,VILA BURITI,2016,agosto,2,1/8/2016,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,0.0
AMAZONAS,MANAUS,VILA BURITI,2017,outubro,2,1/10/2017,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,0.0
AMAZONAS,MANAUS,VILA BURITI,2017,fevereiro,1,1/2/2017,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,2.33
AMAZONAS,MANAUS,VILA BURITI,2018,outubro,2,1/10/2018,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,0.0
AMAZONAS,MANAUS,VILA BURITI,2018,janeiro,1,1/1/2018,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,0.0
AMAZONAS,MANAUS,VILA BURITI,2019,fevereiro,1,1/2/2019,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,3.13
AMAZONAS,MANAUS,VILA BURITI,2019,novembro,2,1/11/2019,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,0.94
AMAZONAS,MANAUS,VILA BURITI,2020,fevereiro,1,1/2/2020,Albopictus,-59.96958648231836,-3.144313355144362,SUL,iib,9.09
AMAZONAS,MANAUS,VILA DA PRATA,2016,agosto,2,1/8/2016,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,0.0
AMAZONAS,MANAUS,VILA DA PRATA,2017,outubro,2,1/10/2017,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,2.13
AMAZONAS,MANAUS,VILA DA PRATA,2017,fevereiro,1,1/2/2017,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,2.68
AMAZONAS,MANAUS,VILA DA PRATA,2018,outubro,2,1/10/2018,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,1.24
AMAZONAS,MANAUS,VILA DA PRATA,2018,janeiro,1,1/1/2018,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,1.24
AMAZONAS,MANAUS,VILA DA PRATA,2019,fevereiro,1,1/2/2019,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,0.0
AMAZONAS,MANAUS,VILA DA PRATA,2019,novembro,2,1/11/2019,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,1.25
AMAZONAS,MANAUS,VILA DA PRATA,2020,fevereiro,1,1/2/2020,Albopictus,-60.046649319332225,-3.1076563304901295,OESTE,iib,1.24
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2016,agosto,2,1/8/2016,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,0.23
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2017,outubro,2,1/10/2017,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,1.91
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2017,fevereiro,1,1/2/2017,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,0.45
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2018,janeiro,1,1/1/2018,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,1.39
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2019,fevereiro,1,1/2/2019,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,0.0
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2019,novembro,2,1/11/2019,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,1.15
AMAZONAS,MANAUS,ZUMBI DOS PALMARES,2020,fevereiro,1,1/2/2020,Albopictus,-59.94553333646004,-3.0781120957897317,LESTE,iib,1.84
AMAZONAS,MANAUS,ADRIANOPOLIS,2016,agosto,2,1/8/2016,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2017,outubro,2,1/10/2017,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2017,fevereiro,1,1/2/2017,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2018,outubro,2,1/10/2018,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2018,janeiro,1,1/1/2018,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2019,fevereiro,1,1/2/2019,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2019,novembro,2,1/11/2019,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ADRIANOPOLIS,2020,fevereiro,1,1/2/2020,Aegypti,-60.009747229813144,-3.1011804218756716,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2016,agosto,2,1/8/2016,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2017,outubro,2,1/10/2017,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2017,fevereiro,1,1/2/2017,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2018,outubro,2,1/10/2018,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2018,janeiro,1,1/1/2018,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2019,fevereiro,1,1/2/2019,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2019,novembro,2,1/11/2019,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALEIXO,2020,fevereiro,1,1/2/2020,Aegypti,-59.9920569609456,-3.087156709041906,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2016,agosto,2,1/8/2016,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2017,outubro,2,1/10/2017,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2017,fevereiro,1,1/2/2017,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2018,outubro,2,1/10/2018,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2018,janeiro,1,1/1/2018,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2019,fevereiro,1,1/2/2019,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2019,novembro,2,1/11/2019,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ALVORADA,2020,fevereiro,1,1/2/2020,Aegypti,-60.04207574749947,-3.073354582545961,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2016,agosto,2,1/8/2016,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2017,outubro,2,1/10/2017,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2017,fevereiro,1,1/2/2017,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2018,janeiro,1,1/1/2018,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2019,fevereiro,1,1/2/2019,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2019,novembro,2,1/11/2019,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,ARMANDO MENDES,2020,fevereiro,1,1/2/2020,Aegypti,-59.939892770285454,-3.0894322053190963,LESTE,A1,0.0
AMAZONAS,MANAUS,BETANIA,2016,agosto,2,1/8/2016,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2017,outubro,2,1/10/2017,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2017,fevereiro,1,1/2/2017,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2018,outubro,2,1/10/2018,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2018,janeiro,1,1/1/2018,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2019,fevereiro,1,1/2/2019,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2019,novembro,2,1/11/2019,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,BETANIA,2020,fevereiro,1,1/2/2020,Aegypti,-59.99614699656964,-3.134141320529946,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2016,agosto,2,1/8/2016,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2017,outubro,2,1/10/2017,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2017,fevereiro,1,1/2/2017,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2018,outubro,2,1/10/2018,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2018,janeiro,1,1/1/2018,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2019,fevereiro,1,1/2/2019,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2019,novembro,2,1/11/2019,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CACHOEIRINHA,2020,fevereiro,1,1/2/2020,Aegypti,-60.005787357976075,-3.1265343762969713,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2016,agosto,2,1/8/2016,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2017,outubro,2,1/10/2017,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2017,fevereiro,1,1/2/2017,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2018,outubro,2,1/10/2018,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2018,janeiro,1,1/1/2018,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2019,fevereiro,1,1/2/2019,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2019,novembro,2,1/11/2019,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CENTRO,2020,fevereiro,1,1/2/2020,Aegypti,-60.02029581755031,-3.12973383478406,SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2016,agosto,2,1/8/2016,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2017,outubro,2,1/10/2017,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2017,fevereiro,1,1/2/2017,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2018,outubro,2,1/10/2018,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2018,janeiro,1,1/1/2018,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2019,fevereiro,1,1/2/2019,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2019,novembro,2,1/11/2019,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CHAPADA,2020,fevereiro,1,1/2/2020,Aegypti,-60.03090193165622,-3.094504996375413,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2016,agosto,2,1/8/2016,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2017,outubro,2,1/10/2017,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2017,fevereiro,1,1/2/2017,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2018,outubro,2,1/10/2018,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2018,janeiro,1,1/1/2018,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2019,fevereiro,1,1/2/2019,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE DE DEUS,2019,novembro,2,1/11/2019,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.67
AMAZONAS,MANAUS,CIDADE DE DEUS,2020,fevereiro,1,1/2/2020,Aegypti,-59.94808498968045,-3.020638173835605,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2016,agosto,2,1/8/2016,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2017,outubro,2,1/10/2017,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2017,fevereiro,1,1/2/2017,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2018,outubro,2,1/10/2018,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2018,janeiro,1,1/1/2018,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2019,fevereiro,1,1/2/2019,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2019,novembro,2,1/11/2019,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,CIDADE NOVA,2020,fevereiro,1,1/2/2020,Aegypti,-59.97964441663999,-3.0303157257323,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2016,agosto,2,1/8/2016,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2017,outubro,2,1/10/2017,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2017,fevereiro,1,1/2/2017,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2018,janeiro,1,1/1/2018,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2019,fevereiro,1,1/2/2019,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2019,novembro,2,1/11/2019,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA ANTONIO ALEIXO,2020,fevereiro,1,1/2/2020,Aegypti,-59.90374882020829,-3.101146451955,LESTE,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2016,agosto,2,1/8/2016,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2017,outubro,2,1/10/2017,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2017,fevereiro,1,1/2/2017,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2018,outubro,2,1/10/2018,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2018,janeiro,1,1/1/2018,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2019,fevereiro,1,1/2/2019,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2019,novembro,2,1/11/2019,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA OLIVEIRA MACHADO,2020,fevereiro,1,1/2/2020,Aegypti,-60.00007480972341,-3.149693782493752,SUL,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2016,agosto,2,1/8/2016,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2017,outubro,2,1/10/2017,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2017,fevereiro,1,1/2/2017,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2018,outubro,2,1/10/2018,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2018,janeiro,1,1/1/2018,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2019,fevereiro,1,1/2/2019,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2019,novembro,2,1/11/2019,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA SANTO ANTONIO,2020,fevereiro,1,1/2/2020,Aegypti,-60.013082551792,-3.037137863072288,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2016,agosto,2,1/8/2016,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2017,outubro,2,1/10/2017,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2017,fevereiro,1,1/2/2017,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2018,outubro,2,1/10/2018,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2018,janeiro,1,1/1/2018,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2019,fevereiro,1,1/2/2019,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2019,novembro,2,1/11/2019,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COLONIA TERRA NOVA,2020,fevereiro,1,1/2/2020,Aegypti,-60.016788520386385,-3.0102387336721934,NORTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2016,agosto,2,1/8/2016,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2017,outubro,2,1/10/2017,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2017,fevereiro,1,1/2/2017,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2018,outubro,2,1/10/2018,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2018,janeiro,1,1/1/2018,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
